"lever","time","scheduled_since","session","bird","cost_local","cost_alter","streak_length","cum_resp_left","cum_resp_right","cum_reinf_left","cum_reinf_right","local_VI","alter_VI"
"left",2506.85,2483.33,"s01","p510",1,4,1,798,370,77,25,30,90
"left",2535.89,2524.85,"s01","p510",4,5,2,802,375,78,25,30,90
"right",2556.73,2554.97,"s01","p510",2,7,1,809,377,78,26,90,30
"left",2578.37,2572.89,"s01","p510",2,3,1,811,380,79,26,30,90
"right",2626.92,2623.73,"s01","p510",4,11,1,822,384,79,27,90,30
"left",2645.72,2645.37,"s01","p510",4,2,1,826,386,80,27,30,90
"left",2725.13,2720.72,"s01","p510",14,11,2,840,397,81,27,30,90
"left",2734.5,2731.13,"s01","p510",3,1,3,843,398,82,27,30,90
"left",2771.68,2765.5,"s01","p510",10,5,4,853,403,83,27,30,90
"left",2787.81,2786.68,"s01","p510",8,1,5,861,404,84,27,30,90
"left",2826.5,2817.81,"s01","p510",5,4,6,866,408,85,27,30,90
"left",2831.72,2830.5,"s01","p510",1,0,7,867,408,86,27,30,90
"left",2843.23,2842.72,"s01","p510",5,0,8,872,408,87,27,30,90
"left",2935.12,2927.23,"s01","p510",31,11,9,903,419,88,27,30,90
"left",3007.53,3005.12,"s01","p510",20,5,10,923,424,89,27,30,90
"left",3018.44,3016.53,"s01","p510",4,0,11,927,424,90,27,30,90
"left",3092.92,3087.44,"s01","p510",34,2,12,961,426,91,27,30,90
"right",3100.27,3092.92,"s01","p510",1,0,1,961,427,91,28,90,30
"left",3127,3126.92,"s01","p510",7,6,1,968,433,92,28,30,90
"right",3157.04,3154.27,"s01","p510",3,9,1,977,436,92,29,90,30
"left",3161.39,3158,"s01","p510",1,0,1,978,436,93,29,30,90
"right",3176.86,3171.04,"s01","p510",4,4,1,982,440,93,30,90,30
"left",3188.42,3187.39,"s01","p510",2,2,1,984,442,94,30,30,90
"right",3194.1,3188.86,"s01","p510",1,0,1,984,443,94,31,90,30
"left",3209.96,3203.42,"s01","p510",1,9,1,985,452,95,31,30,90
"left",3219.67,3215.96,"s01","p510",1,1,2,986,453,96,31,30,90
"left",3247.43,3243.67,"s01","p510",8,9,3,994,462,97,31,30,90
"right",3262.34,3260.1,"s01","p510",5,3,1,997,467,97,32,90,30
"left",3276.48,3274.43,"s01","p510",4,3,1,1001,470,98,32,30,90
"left",3293.15,3285.48,"s01","p510",3,2,2,1004,472,99,32,30,90
"left",3312.49,3311.15,"s01","p510",5,1,3,1009,473,100,32,30,90
"left",3325.9,3325.49,"s01","p510",5,2,4,1014,475,101,32,30,90
"left",3339.97,3338.9,"s01","p510",5,2,5,1019,477,102,32,30,90
"left",3361.07,3359.97,"s01","p510",6,1,6,1025,478,103,32,30,90
"right",3373.63,3370.34,"s01","p510",2,2,1,1027,480,103,33,90,30
"left",3379.91,3373.07,"s01","p510",1,3,1,1028,483,104,33,30,90
"left",3394.78,3393.91,"s01","p510",5,3,2,1033,486,105,33,30,90
"right",3402.42,3401.63,"s01","p510",2,1,1,1034,488,105,34,90,30
"left",3406.68,3402.78,"s01","p510",1,0,1,1035,488,106,34,30,90
"left",3459.82,3450.68,"s01","p510",14,9,2,1049,497,107,34,30,90
"left",3475.02,3473.82,"s01","p510",4,3,3,1053,500,108,34,30,90
"left",3486.91,3486.02,"s01","p510",3,0,4,1056,500,109,34,30,90
"right",3501.88,3480.42,"s01","p510",1,4,1,1060,501,109,35,90,30
"left",3509.08,3505.91,"s01","p510",1,1,1,1061,502,110,35,30,90
"left",3558.18,3546.08,"s01","p510",9,6,2,1070,508,111,35,30,90
"right",3573.68,3568.88,"s01","p510",1,3,1,1073,509,111,36,90,30
"left",3625.27,3622.18,"s01","p510",11,13,1,1084,522,112,36,30,90
"right",3630.89,3626.68,"s01","p510",1,0,1,1084,523,112,37,90,30
"left",3679.68,3678.27,"s01","p510",9,18,1,1093,541,113,37,30,90
"right",3692.64,3687.89,"s01","p510",3,2,1,1095,544,113,38,90,30
"left",3705.9,3705.68,"s01","p510",3,4,1,1098,548,114,38,30,90
"right",3755.25,3749.64,"s01","p510",9,10,1,1108,557,114,39,90,30
"left",3793.38,3777.9,"s01","p510",6,5,1,1114,562,115,39,30,90
"right",3798.24,3792.25,"s01","p510",1,0,1,1114,563,115,40,90,30
"left",3858.12,3852.38,"s01","p510",8,11,1,1122,574,116,40,30,90
"left",3882.43,3868.12,"s01","p510",1,3,2,1123,577,117,40,30,90
"left",4009.29,4006.43,"s01","p510",29,19,3,1152,596,118,40,30,90
"left",4052.65,4046.29,"s01","p510",6,5,4,1158,601,119,40,30,90
"left",4068.83,4063.65,"s01","p510",2,1,5,1160,602,120,40,30,90
"left",4108.21,4107.83,"s01","p510",11,4,6,1171,606,121,40,30,90
"left",4131.45,4129.21,"s01","p510",4,3,7,1175,609,122,40,30,90
"right",4152.26,4151.24,"s01","p510",2,10,1,1185,611,122,41,90,30
"left",4159.07,4155.45,"s01","p510",1,1,1,1186,612,123,41,30,90
"left",4193.99,4193.07,"s01","p510",9,2,2,1195,614,124,41,30,90
"right",4198.95,4190.26,"s01","p510",1,0,1,1195,615,124,42,90,30
"right",4303,4302.95,"s01","p510",17,23,2,1218,632,124,43,90,30
"left",4323.75,4315.99,"s01","p510",2,5,1,1220,637,125,43,30,90
"left",4404.09,4402.75,"s01","p510",20,25,2,1240,662,126,43,30,90
"left",4446.34,4444.09,"s01","p510",12,3,3,1252,665,127,43,30,90
"left",4480.35,4475.34,"s01","p510",8,5,4,1260,670,128,43,30,90
"left",4500.87,4496.35,"s01","p510",4,2,5,1264,672,129,43,30,90
"right",4519.93,4510,"s01","p510",1,6,1,1270,673,129,44,90,30
"right",4545.53,4535.93,"s01","p510",2,7,2,1277,675,129,45,90,30
"left",4571.03,4568.87,"s01","p510",7,3,1,1284,678,130,45,30,90
"left",4585.12,4582.03,"s01","p510",3,1,2,1287,679,131,45,30,90
"left",4591.66,4590.12,"s01","p510",2,1,3,1289,680,132,45,30,90
"right",4614.37,4604.53,"s01","p510",1,4,1,1293,681,132,46,90,30
"left",4638.7,4638.66,"s01","p510",7,0,1,1300,681,133,46,30,90
"left",4645.55,4643.7,"s01","p510",1,0,2,1301,681,134,46,30,90
"left",4660.14,4657.55,"s01","p510",3,0,3,1304,681,135,46,30,90
"right",4664.76,4626.37,"s01","p510",1,0,1,1304,682,135,47,90,30
"left",4673.18,4672.14,"s01","p510",1,3,1,1305,685,136,47,30,90
"right",4714.02,4702.76,"s01","p510",6,11,1,1316,691,136,48,90,30
"left",4734.51,4728.18,"s01","p510",2,3,1,1318,694,137,48,30,90
"left",4756.9,4756.51,"s01","p510",5,6,2,1323,700,138,48,30,90
"left",4770.83,4768.9,"s01","p510",6,1,3,1329,701,139,48,30,90
"left",4812.45,4811.83,"s01","p510",13,7,4,1342,708,140,48,30,90
"left",4827.21,4821.45,"s01","p510",4,1,5,1346,709,141,48,30,90
"left",4847.79,4847.21,"s01","p510",5,2,6,1351,711,142,48,30,90
"left",4893.07,4890.79,"s01","p510",11,6,7,1362,717,143,48,30,90
"left",4899.1,4899.07,"s01","p510",2,0,8,1364,717,144,48,30,90
"left",4956.59,4953.1,"s01","p510",19,2,9,1383,719,145,48,30,90
"left",4973.42,4967.59,"s01","p510",3,1,10,1386,720,146,48,30,90
"right",4979.27,4970.02,"s01","p510",1,0,1,1386,721,146,49,90,30
"right",5060.41,5053.27,"s01","p510",9,17,2,1403,730,146,50,90,30
"left",5113.36,5103.42,"s01","p510",8,20,1,1411,750,147,50,30,90
"left",5137.85,5136.36,"s01","p510",4,7,2,1415,757,148,50,30,90
"left",5176.97,5170.85,"s01","p510",8,3,3,1423,760,149,50,30,90
"right",5200.57,5198.41,"s01","p510",2,6,1,1429,762,149,51,90,30
"left",5223.19,5219.97,"s01","p510",6,3,1,1435,765,150,51,30,90
"left",5236.69,5236.19,"s01","p510",1,3,2,1436,768,151,51,30,90
"left",5259.26,5255.69,"s01","p510",4,2,3,1440,770,152,51,30,90
"left",5288.28,5284.26,"s01","p510",9,7,4,1449,777,153,51,30,90
"right",5321.96,5315.57,"s01","p510",5,8,1,1457,782,153,52,90,30
"left",5329.74,5329.28,"s01","p510",1,0,1,1458,782,154,52,30,90
"left",5392.18,5371.74,"s01","p510",10,6,2,1468,788,155,52,30,90
"left",13.45,1.99,"s02","p510",1,18,1,1,18,1,0,30,90
"left",93.34,89.45,"s02","p510",106,27,2,107,45,2,0,30,90
"right",98.38,92.99,"s02","p510",1,1,1,108,46,2,1,90,30
"left",132.14,131.34,"s02","p510",31,4,1,139,50,3,1,30,90
"right",143.82,140.38,"s02","p510",1,7,1,146,51,3,2,90,30
"left",201.74,193.14,"s02","p510",26,15,1,172,66,4,2,30,90
"left",217.12,210.74,"s02","p510",6,2,2,178,68,5,2,30,90
"left",223.61,223.12,"s02","p510",2,0,3,180,68,6,2,30,90
"left",230.13,229.61,"s02","p510",2,1,4,182,69,7,2,30,90
"left",246.73,246.13,"s02","p510",5,0,5,187,69,8,2,30,90
"left",256.79,256.73,"s02","p510",5,0,6,192,69,9,2,30,90
"left",285.44,284.79,"s02","p510",15,2,7,207,71,10,2,30,90
"left",318.59,316.44,"s02","p510",8,0,8,215,71,11,2,30,90
"right",359.47,330.82,"s02","p510",1,11,1,226,72,11,3,90,30
"left",394.66,389.59,"s02","p510",7,4,1,233,76,12,3,30,90
"left",420.21,419.66,"s02","p510",4,1,2,237,77,13,3,30,90
"left",436.49,434.21,"s02","p510",4,0,3,241,77,14,3,30,90
"left",453.56,452.49,"s02","p510",6,1,4,247,78,15,3,30,90
"right",473.26,469.47,"s02","p510",1,12,1,259,79,15,4,90,30
"left",487.8,486.56,"s02","p510",4,1,1,263,80,16,4,30,90
"right",540.77,522.26,"s02","p510",5,17,1,280,85,16,5,90,30
"left",555.6,553.8,"s02","p510",5,2,1,285,87,17,5,30,90
"left",559.92,559.6,"s02","p510",1,0,2,286,87,18,5,30,90
"left",570.1,567.92,"s02","p510",3,0,3,289,87,19,5,30,90
"right",581.16,559.77,"s02","p510",1,6,1,295,88,19,6,90,30
"left",601.34,600.1,"s02","p510",12,1,1,307,89,20,6,30,90
"left",652.74,651.34,"s02","p510",24,4,2,331,93,21,6,30,90
"left",716.68,710.74,"s02","p510",30,4,3,361,97,22,6,30,90
"left",729.77,725.68,"s02","p510",4,0,4,365,97,23,6,30,90
"left",737.65,735.77,"s02","p510",2,0,5,367,97,24,6,30,90
"left",750.22,746.65,"s02","p510",3,0,6,370,97,25,6,30,90
"left",774.25,774.22,"s02","p510",11,0,7,381,97,26,6,30,90
"right",801.48,789.16,"s02","p510",1,14,1,395,98,26,7,90,30
"left",842.64,841.25,"s02","p510",20,6,1,415,104,27,7,30,90
"left",876.88,876.64,"s02","p510",15,1,2,430,105,28,7,30,90
"right",901.73,878.48,"s02","p510",1,7,1,437,106,28,8,90,30
"left",907.23,894.88,"s02","p510",1,0,1,438,106,29,8,30,90
"left",950.51,948.23,"s02","p510",18,0,2,456,106,30,8,30,90
"left",969.73,966.51,"s02","p510",9,1,3,465,107,31,8,30,90
"left",1008.22,1006.73,"s02","p510",22,1,4,487,108,32,8,30,90
"left",1058.28,1057.22,"s02","p510",21,0,5,508,108,33,8,30,90
"left",1124.88,1123.28,"s02","p510",33,0,6,541,108,34,8,30,90
"left",1137.19,1134.88,"s02","p510",5,0,7,546,108,35,8,30,90
"right",1142.18,1031.73,"s02","p510",1,0,1,546,109,35,9,90,30
"left",1147.81,1143.19,"s02","p510",1,0,1,547,109,36,9,30,90
"left",1158.93,1157.81,"s02","p510",4,2,2,551,111,37,9,30,90
"left",1166.8,1162.93,"s02","p510",1,1,3,552,112,38,9,30,90
"right",1171.62,1169.18,"s02","p510",1,0,1,552,113,38,10,90,30
"left",1182.65,1181.8,"s02","p510",2,1,1,554,114,39,10,30,90
"left",1194.71,1191.65,"s02","p510",5,1,2,559,115,40,10,30,90
"left",1227.62,1226.71,"s02","p510",15,0,3,574,115,41,10,30,90
"left",1315.12,1314.62,"s02","p510",42,6,4,616,121,42,10,30,90
"left",1372.94,1370.12,"s02","p510",18,3,5,634,124,43,10,30,90
"left",1393.66,1391.94,"s02","p510",3,4,6,637,128,44,10,30,90
"right",1405.59,1401.62,"s02","p510",1,4,1,641,129,44,11,90,30
"left",1425.3,1421.66,"s02","p510",4,1,1,645,130,45,11,30,90
"left",1461.91,1461.3,"s02","p510",9,6,2,654,136,46,11,30,90
"left",1480.59,1476.91,"s02","p510",6,2,3,660,138,47,11,30,90
"left",1492.99,1492.59,"s02","p510",3,1,4,663,139,48,11,30,90
"left",1516.84,1512.99,"s02","p510",4,1,5,667,140,49,11,30,90
"left",1525.29,1524.84,"s02","p510",2,1,6,669,141,50,11,30,90
"left",1535.26,1534.29,"s02","p510",4,1,7,673,142,51,11,30,90
"right",1560.5,1534.59,"s02","p510",1,11,1,684,143,51,12,90,30
"right",1575.62,1568.5,"s02","p510",1,5,2,689,144,51,13,90,30
"right",1588.58,1580.62,"s02","p510",2,1,3,690,146,51,14,90,30
"left",1595.23,1587.26,"s02","p510",1,1,1,691,147,52,14,30,90
"left",1603.34,1603.23,"s02","p510",2,2,2,693,149,53,14,30,90
"left",1653.4,1653.34,"s02","p510",24,7,3,717,156,54,14,30,90
"left",1670.05,1669.4,"s02","p510",5,3,4,722,159,55,14,30,90
"left",1685.4,1683.05,"s02","p510",3,2,5,725,161,56,14,30,90
"left",1718.53,1718.4,"s02","p510",14,4,6,739,165,57,14,30,90
"left",1774.87,1773.53,"s02","p510",30,3,7,769,168,58,14,30,90
"left",1826.84,1824.87,"s02","p510",27,5,8,796,173,59,14,30,90
"left",1842.27,1840.84,"s02","p510",3,0,9,799,173,60,14,30,90
"right",1849.69,1822.58,"s02","p510",1,2,1,801,174,60,15,90,30
"left",1864.81,1861.27,"s02","p510",5,2,1,806,176,61,15,30,90
"left",1877.44,1876.81,"s02","p510",5,1,2,811,177,62,15,30,90
"left",1902.1,1901.44,"s02","p510",17,1,3,828,178,63,15,30,90
"left",1941.28,1941.1,"s02","p510",22,7,4,850,185,64,15,30,90
"right",1998.61,1987.69,"s02","p510",10,25,1,875,195,64,16,90,30
"left",2021.17,2020.28,"s02","p510",7,5,1,882,200,65,16,30,90
"right",2084.05,2073.61,"s02","p510",9,21,1,903,209,65,17,90,30
"left",2114.91,2113.17,"s02","p510",11,7,1,914,216,66,17,30,90
"left",2133.8,2131.91,"s02","p510",8,1,2,922,217,67,17,30,90
"left",2165.11,2164.8,"s02","p510",13,2,3,935,219,68,17,30,90
"right",2187.96,2169.05,"s02","p510",1,8,1,943,220,68,18,90,30
"left",2223.55,2223.11,"s02","p510",16,6,1,959,226,69,18,30,90
"left",2248.38,2246.55,"s02","p510",11,4,2,970,230,70,18,30,90
"left",2263.97,2262.38,"s02","p510",5,3,3,975,233,71,18,30,90
"left",2283.27,2282.97,"s02","p510",7,5,4,982,238,72,18,30,90
"left",2292.25,2289.27,"s02","p510",1,1,5,983,239,73,18,30,90
"left",2322.06,2321.25,"s02","p510",12,1,6,995,240,74,18,30,90
"left",2329.2,2329.06,"s02","p510",1,2,7,996,242,75,18,30,90
"right",2357.97,2357.96,"s02","p510",5,10,1,1006,247,75,19,90,30
"right",2378.04,2376.97,"s02","p510",4,8,2,1014,251,75,20,90,30
"right",2412.32,2407.04,"s02","p510",11,12,3,1026,262,75,21,90,30
"left",2421.73,2421.2,"s02","p510",3,0,1,1029,262,76,21,30,90
"left",2451.89,2451.73,"s02","p510",9,4,2,1038,266,77,21,30,90
"left",2459.86,2458.89,"s02","p510",1,0,3,1039,266,78,21,30,90
"right",2469.9,2466.32,"s02","p510",2,1,1,1040,268,78,22,90,30
"left",2476.24,2467.86,"s02","p510",1,0,1,1041,268,79,22,30,90
"left",2497.59,2496.24,"s02","p510",9,5,2,1050,273,80,22,30,90
"left",2509.65,2509.59,"s02","p510",3,1,3,1053,274,81,22,30,90
"left",2515.83,2513.65,"s02","p510",1,0,4,1054,274,82,22,30,90
"right",2521.99,2521.9,"s02","p510",1,1,1,1055,275,82,23,90,30
"left",2529.05,2528.83,"s02","p510",1,2,1,1056,277,83,23,30,90
"right",2593.27,2592.99,"s02","p510",16,28,1,1084,293,83,24,90,30
"right",2614.84,2612.27,"s02","p510",2,9,2,1093,295,83,25,90,30
"left",2623.18,2616.05,"s02","p510",1,1,1,1094,296,84,25,30,90
"right",2631.23,2624.84,"s02","p510",1,1,1,1095,297,84,26,90,30
"left",2686.79,2685.18,"s02","p510",18,10,1,1113,307,85,26,30,90
"right",2749.51,2746.23,"s02","p510",16,16,1,1129,323,85,27,90,30
"left",2757.19,2753.79,"s02","p510",1,2,1,1130,325,86,27,30,90
"left",2764.5,2764.19,"s02","p510",1,1,2,1131,326,87,27,30,90
"right",2791.11,2787.51,"s02","p510",6,9,1,1140,332,87,28,90,30
"left",2808.2,2807.5,"s02","p510",5,3,1,1145,335,88,28,30,90
"right",2845.61,2839.11,"s02","p510",8,12,1,1157,343,88,29,90,30
"right",2851.4,2850.61,"s02","p510",2,1,2,1158,345,88,30,90,30
"right",2868.73,2865.4,"s02","p510",3,4,3,1162,348,88,31,90,30
"left",2892.77,2892.2,"s02","p510",8,13,1,1170,361,89,31,30,90
"left",2898.27,2896.77,"s02","p510",1,0,2,1171,361,90,31,30,90
"left",2947.58,2947.27,"s02","p510",23,8,3,1194,369,91,31,30,90
"left",2974.68,2974.58,"s02","p510",9,3,4,1203,372,92,31,30,90
"left",2985.88,2983.68,"s02","p510",4,1,5,1207,373,93,31,30,90
"left",2995.31,2994.88,"s02","p510",3,2,6,1210,375,94,31,30,90
"left",3007.59,3007.31,"s02","p510",4,3,7,1214,378,95,31,30,90
"left",3032.79,3029.59,"s02","p510",7,5,8,1221,383,96,31,30,90
"left",3051.66,3049.79,"s02","p510",4,3,9,1225,386,97,31,30,90
"left",3075.81,3074.66,"s02","p510",5,6,10,1230,392,98,31,30,90
"right",3109.63,3108.73,"s02","p510",7,8,1,1238,399,98,32,90,30
"left",3114.97,3108.81,"s02","p510",1,0,1,1239,399,99,32,30,90
"right",3121.77,3119.63,"s02","p510",1,0,1,1239,400,99,33,90,30
"left",3176.7,3173.97,"s02","p510",21,13,1,1260,413,100,33,30,90
"left",3188.92,3187.7,"s02","p510",4,0,2,1264,413,101,33,30,90
"right",3195.63,3190.77,"s02","p510",1,1,1,1265,414,101,34,90,30
"left",3204.03,3203.92,"s02","p510",1,0,1,1266,414,102,34,30,90
"left",3211.99,3210.03,"s02","p510",2,1,2,1268,415,103,34,30,90
"right",3244.82,3244.63,"s02","p510",6,11,1,1279,421,103,35,90,30
"left",3260.4,3259.99,"s02","p510",6,1,1,1285,422,104,35,30,90
"right",3267.54,3266.82,"s02","p510",1,1,1,1286,423,104,36,90,30
"left",3279.29,3278.4,"s02","p510",4,1,1,1290,424,105,36,30,90
"left",3289.46,3289.29,"s02","p510",5,0,2,1295,424,106,36,30,90
"left",3325.15,3323.46,"s02","p510",20,3,3,1315,427,107,36,30,90
"right",3337.69,3308.54,"s02","p510",1,3,1,1318,428,107,37,90,30
"left",3356.07,3355.15,"s02","p510",11,2,1,1329,430,108,37,30,90
"left",3366.23,3364.07,"s02","p510",3,0,2,1332,430,109,37,30,90
"right",3407.38,3390.69,"s02","p510",3,22,1,1354,433,109,38,90,30
"left",3485.74,3485.23,"s02","p510",39,15,1,1393,448,110,38,30,90
"left",3492.58,3491.74,"s02","p510",1,1,2,1394,449,111,38,30,90
"left",3516.23,3509.58,"s02","p510",8,1,3,1402,450,112,38,30,90
"left",3562.26,3562.23,"s02","p510",21,4,4,1423,454,113,38,30,90
"left",3572.5,3572.26,"s02","p510",3,1,5,1426,455,114,38,30,90
"left",12.6,11.99,"s03","p510",10,7,1,10,7,1,0,30,90
"left",25.9,25.1,"s03","p510",10,2,2,20,9,2,0,30,90
"left",74.5,73.4,"s03","p510",61,6,3,81,15,3,0,30,90
"left",89.67,89,"s03","p510",14,2,4,95,17,4,0,30,90
"right",134.59,126.99,"s03","p510",5,43,1,138,22,4,1,90,30
"left",190.37,187.17,"s03","p510",38,29,1,176,51,5,1,30,90
