"lever","time","scheduled_since","session","bird","cost_local","cost_alter","streak_length","cum_resp_left","cum_resp_right","cum_reinf_left","cum_reinf_right","local_VI","alter_VI"
"left",1018.39,1016.85,"s01","p138",33,0,16,1127,8,24,3,30,90
"left",1036.71,1034.39,"s01","p138",14,0,17,1141,8,25,3,30,90
"left",1046.88,1046.71,"s01","p138",9,0,18,1150,8,26,3,30,90
"left",1086.77,1084.88,"s01","p138",49,0,19,1199,8,27,3,30,90
"left",1095.18,1094.77,"s01","p138",8,0,20,1207,8,28,3,30,90
"left",1127.79,1121.18,"s01","p138",26,0,21,1233,8,29,3,30,90
"left",1185.11,1175.79,"s01","p138",52,0,22,1285,8,30,3,30,90
"right",1215.2,436.2,"s01","p138",1,32,1,1317,9,30,4,90,30
"left",1249.16,1227.11,"s01","p138",1,12,1,1318,21,31,4,30,90
"left",1258.48,1253.16,"s01","p138",2,0,2,1320,21,32,4,30,90
"left",1402.28,1377.48,"s01","p138",119,1,3,1439,22,33,4,30,90
"left",1412.62,1411.28,"s01","p138",4,0,4,1443,22,34,4,30,90
"right",1439.13,1334.2,"s01","p138",1,25,1,1468,23,34,5,90,30
"left",1469.77,1455.62,"s01","p138",3,8,1,1471,31,35,5,30,90
"right",1510.39,1472.13,"s01","p138",1,23,1,1494,32,35,6,90,30
"left",1515.49,1504.77,"s01","p138",1,0,1,1495,32,36,6,30,90
"right",1536.35,1535.39,"s01","p138",1,13,1,1508,33,36,7,90,30
"left",1578.6,1562.49,"s01","p138",6,10,1,1514,43,37,7,30,90
"left",1586.15,1585.6,"s01","p138",6,0,2,1520,43,38,7,30,90
"right",1602.79,1590.35,"s01","p138",1,8,1,1528,44,38,8,90,30
"left",1608.64,1608.15,"s01","p138",2,0,1,1530,44,39,8,30,90
"left",1657.54,1655.64,"s01","p138",72,0,2,1602,44,40,8,30,90
"right",1680.34,1624.79,"s01","p138",1,11,1,1613,45,40,9,90,30
"right",1691.27,1688.34,"s01","p138",1,4,2,1617,46,40,10,90,30
"left",1704.69,1686.54,"s01","p138",1,3,1,1618,49,41,10,30,90
"right",1746.97,1721.27,"s01","p138",1,6,1,1624,50,41,11,90,30
"left",1758.27,1748.69,"s01","p138",1,2,1,1625,52,42,11,30,90
"left",1793.11,1783.27,"s01","p138",7,5,2,1632,57,43,11,30,90
"left",1801.76,1799.11,"s01","p138",1,0,3,1633,57,44,11,30,90
"right",1827.58,1813.97,"s01","p138",1,9,1,1642,58,44,12,90,30
"right",1839.53,1837.58,"s01","p138",1,0,2,1642,59,44,13,90,30
"left",1876.49,1865.76,"s01","p138",7,14,1,1649,73,45,13,30,90
"left",1891.69,1890.49,"s01","p138",3,2,2,1652,75,46,13,30,90
"left",1905.95,1901.69,"s01","p138",11,0,3,1663,75,47,13,30,90
"right",1914.16,1903.53,"s01","p138",1,2,1,1665,76,47,14,90,30
"right",1961.82,1941.16,"s01","p138",5,15,2,1680,81,47,15,90,30
"right",1973.1,1967.82,"s01","p138",1,0,3,1680,82,47,16,90,30
"left",1983.58,1965.95,"s01","p138",1,1,1,1681,83,48,16,30,90
"left",2011,1997.58,"s01","p138",6,6,2,1687,89,49,16,30,90
"left",2048.33,2044,"s01","p138",4,5,3,1691,94,50,16,30,90
"left",2058.81,2057.33,"s01","p138",1,0,4,1692,94,51,16,30,90
"right",2070.33,2068.1,"s01","p138",1,2,1,1694,95,51,17,90,30
"left",2082.39,2074.81,"s01","p138",1,2,1,1695,97,52,17,30,90
"left",2132.47,2131.39,"s01","p138",19,10,2,1714,107,53,17,30,90
"left",2179.64,2169.47,"s01","p138",9,5,3,1723,112,54,17,30,90
"right",2246.86,2236.33,"s01","p138",5,19,1,1742,117,54,18,90,30
"right",2274.84,2267.86,"s01","p138",6,1,2,1743,123,54,19,90,30
"left",2279.48,2276.64,"s01","p138",1,0,1,1744,123,55,19,30,90
"left",2342.62,2342.48,"s01","p138",45,0,2,1789,123,56,19,30,90
"right",2353.44,2282.84,"s01","p138",1,9,1,1798,124,56,20,90,30
"left",2454.79,2454.62,"s01","p138",50,7,1,1848,131,57,20,30,90
"left",2468.76,2466.79,"s01","p138",13,0,2,1861,131,58,20,30,90
"right",2486.89,2460.44,"s01","p138",1,11,1,1872,132,58,21,90,30
"left",2527.02,2526.76,"s01","p138",5,6,1,1877,138,59,21,30,90
"left",2550.05,2550.02,"s01","p138",6,1,2,1883,139,60,21,30,90
"left",2583.49,2583.05,"s01","p138",39,0,3,1922,139,61,21,30,90
"left",2640.54,2637.49,"s01","p138",40,0,4,1962,139,62,21,30,90
"left",2671.37,2670.54,"s01","p138",24,0,5,1986,139,63,21,30,90
"left",2683.42,2682.37,"s01","p138",1,0,6,1987,139,64,21,30,90
"left",2783.35,2774.42,"s01","p138",56,0,7,2043,139,65,21,30,90
"right",2808.02,2654.89,"s01","p138",1,2,1,2045,140,65,22,90,30
"right",2820.74,2815.02,"s01","p138",1,1,2,2046,141,65,23,90,30
"left",2833.28,2816.35,"s01","p138",1,0,1,2047,141,66,23,30,90
"left",2840.81,2837.28,"s01","p138",1,0,2,2048,141,67,23,30,90
"left",2864.96,2850.81,"s01","p138",4,2,3,2052,143,68,23,30,90
"right",2890.63,2880.74,"s01","p138",1,6,1,2058,144,68,24,90,30
"left",2935.59,2918.96,"s01","p138",8,7,1,2066,151,69,24,30,90
"left",2968.92,2966.59,"s01","p138",3,0,2,2069,151,70,24,30,90
"left",2986.38,2985.92,"s01","p138",6,1,3,2075,152,71,24,30,90
"left",2997.83,2994.38,"s01","p138",2,0,4,2077,152,72,24,30,90
"left",3030.07,3029.83,"s01","p138",14,0,5,2091,152,73,24,30,90
"left",3040.14,3039.07,"s01","p138",5,0,6,2096,152,74,24,30,90
"left",3052.41,3052.14,"s01","p138",13,0,7,2109,152,75,24,30,90
"left",3093.74,3092.41,"s01","p138",30,0,8,2139,152,76,24,30,90
"right",3109.14,3050.63,"s01","p138",1,3,1,2142,153,76,25,90,30
"right",3120.4,3118.14,"s01","p138",1,0,2,2142,154,76,26,90,30
"left",3125.49,3115.74,"s01","p138",1,0,1,2143,154,77,26,30,90
"left",3136.84,3136.49,"s01","p138",14,0,2,2157,154,78,26,30,90
"right",3163.13,3149.4,"s01","p138",1,23,1,2180,155,78,27,90,30
"left",3178.81,3174.84,"s01","p138",1,1,1,2181,156,79,27,30,90
"right",3217.76,3204.13,"s01","p138",1,17,1,2198,157,79,28,90,30
"left",3257.31,3250.81,"s01","p138",5,10,1,2203,167,80,28,30,90
"left",3305.17,3304.31,"s01","p138",10,2,2,2213,169,81,28,30,90
"left",3375.68,3375.17,"s01","p138",19,1,3,2232,170,82,28,30,90
"left",3387.08,3384.68,"s01","p138",1,0,4,2233,170,83,28,30,90
"right",3403.76,3372.76,"s01","p138",1,2,1,2235,171,83,29,90,30
"left",3428.28,3428.08,"s01","p138",1,3,1,2236,174,84,29,30,90
"right",3485.32,3429.76,"s01","p138",1,15,1,2251,175,84,30,90,30
"left",3544.57,3488.28,"s01","p138",1,1,1,2252,176,85,30,30,90
"right",3596.42,3587.32,"s01","p138",5,12,1,2264,181,85,31,90,30
"left",3606.42,3600.57,"s01","p138",1,1,1,2265,182,86,31,30,90
"right",3624.24,3611.42,"s01","p138",1,2,1,2267,183,86,32,90,30
"left",3666.66,3617.42,"s01","p138",1,17,1,2268,200,87,32,30,90
"right",3707.39,3704.24,"s01","p138",5,8,1,2276,205,87,33,90,30
"right",3722.14,3720.39,"s01","p138",3,0,2,2276,208,87,34,90,30
"left",3788.09,3750.66,"s01","p138",4,32,1,2280,240,88,34,30,90
"left",3844.92,3825.09,"s01","p138",7,8,2,2287,248,89,34,30,90
"left",3868.7,3861.92,"s01","p138",3,1,3,2290,249,90,34,30,90
"left",3895.81,3893.7,"s01","p138",23,0,4,2313,249,91,34,30,90
"right",3918.92,3874.14,"s01","p138",1,5,1,2318,250,91,35,90,30
"left",3941.29,3923.81,"s01","p138",1,1,1,2319,251,92,35,30,90
"left",3954.86,3954.29,"s01","p138",3,1,2,2322,252,93,35,30,90
"left",4014.02,4002.86,"s01","p138",14,3,3,2336,255,94,35,30,90
"right",4054.75,4044.92,"s01","p138",1,4,1,2340,256,94,36,90,30
"right",4082.64,4080.75,"s01","p138",2,4,2,2344,258,94,37,90,30
"left",4129.56,4106.02,"s01","p138",2,5,1,2346,263,95,37,30,90
"left",4150.02,4146.56,"s01","p138",5,3,2,2351,266,96,37,30,90
"left",4192.13,4192.02,"s01","p138",13,4,3,2364,270,97,37,30,90
"right",4207.24,4202.64,"s01","p138",1,1,1,2365,271,97,38,90,30
"right",4255.37,4253.24,"s01","p138",6,3,2,2368,277,97,39,90,30
"left",4274.84,4245.13,"s01","p138",1,0,1,2369,277,98,39,30,90
"left",4304.72,4300.84,"s01","p138",2,1,2,2371,278,99,39,30,90
"left",4334.34,4332.72,"s01","p138",11,5,3,2382,283,100,39,30,90
"left",4341.57,4340.34,"s01","p138",1,0,4,2383,283,101,39,30,90
"right",4410.62,4362.37,"s01","p138",1,23,1,2406,284,101,40,90,30
"left",4450.5,4442.57,"s01","p138",16,4,1,2422,288,102,40,30,90
"left",4459.53,4455.5,"s01","p138",1,0,2,2423,288,103,40,30,90
"left",4475.88,4464.53,"s01","p138",1,0,3,2424,288,104,40,30,90
"left",4486.87,4485.88,"s01","p138",2,0,4,2426,288,105,40,30,90
"left",4510.23,4509.87,"s01","p138",14,0,5,2440,288,106,40,30,90
"left",4534.83,4534.23,"s01","p138",25,0,6,2465,288,107,40,30,90
"left",4543.36,4539.83,"s01","p138",1,0,7,2466,288,108,40,30,90
"left",4553.98,4552.36,"s01","p138",1,0,8,2467,288,109,40,30,90
"left",4575.73,4568.98,"s01","p138",9,0,9,2476,288,110,40,30,90
"right",4615.23,4599.62,"s01","p138",1,15,1,2491,289,110,41,90,30
"left",4629.08,4628.73,"s01","p138",2,0,1,2493,289,111,41,30,90
"left",4669.98,4669.08,"s01","p138",10,0,2,2503,289,112,41,30,90
"left",4730.5,4726.98,"s01","p138",15,2,3,2518,291,113,41,30,90
"right",4735.66,4735.23,"s01","p138",1,0,1,2518,292,113,42,90,30
"left",4750.52,4745.5,"s01","p138",1,1,1,2519,293,114,42,30,90
"left",4785.44,4784.52,"s01","p138",5,0,2,2524,293,115,42,30,90
"right",4841.16,4837.66,"s01","p138",2,4,1,2528,295,115,43,90,30
"right",4873.89,4872.16,"s01","p138",6,1,2,2529,301,115,44,90,30
"left",4893.08,4856.44,"s01","p138",1,4,1,2530,305,116,44,30,90
"left",4932.25,4924.08,"s01","p138",7,8,2,2537,313,117,44,30,90
"right",4976.76,4965.89,"s01","p138",2,2,1,2539,315,117,45,90,30
"left",4998.39,4982.25,"s01","p138",1,1,1,2540,316,118,45,30,90
"left",5008.82,5006.39,"s01","p138",2,0,2,2542,316,119,45,30,90
"left",5019.32,5017.82,"s01","p138",3,2,3,2545,318,120,45,30,90
"left",5026.04,5023.32,"s01","p138",1,1,4,2546,319,121,45,30,90
"left",5049.33,5049.04,"s01","p138",19,0,5,2565,319,122,45,30,90
"right",5085.27,5047.76,"s01","p138",1,16,1,2581,320,122,46,90,30
"left",5095.03,5086.33,"s01","p138",1,0,1,2582,320,123,46,30,90
"left",5117.28,5111.03,"s01","p138",3,2,2,2585,322,124,46,30,90
"left",5123.45,5123.28,"s01","p138",2,0,3,2587,322,125,46,30,90
"right",5182.81,5182.27,"s01","p138",3,15,1,2602,325,125,47,90,30
"left",5207.55,5196.45,"s01","p138",2,0,1,2604,325,126,47,30,90
"right",5219.81,5210.81,"s01","p138",1,1,1,2605,326,126,48,90,30
"left",5232.3,5228.55,"s01","p138",1,1,1,2606,327,127,48,30,90
"right",5242.66,5235.81,"s01","p138",1,0,1,2606,328,127,49,90,30
"left",5326.97,5297.3,"s01","p138",8,4,1,2614,332,128,49,30,90
"left",5351.75,5350.97,"s01","p138",7,0,2,2621,332,129,49,30,90
"left",5364.81,5357.75,"s01","p138",1,0,3,2622,332,130,49,30,90
"left",55.81,2.99,"s02","p138",1,0,1,1,0,1,0,30,90
"left",123.57,109.81,"s02","p138",15,0,2,16,0,2,0,30,90
"left",142.35,139.57,"s02","p138",1,0,3,17,0,3,0,30,90
"right",152.49,44.99,"s02","p138",1,1,1,18,1,3,1,90,30
"left",177.08,150.35,"s02","p138",1,5,1,19,6,4,1,30,90
"left",184.9,184.08,"s02","p138",3,0,2,22,6,5,1,30,90
"left",198.43,197.9,"s02","p138",17,0,3,39,6,6,1,30,90
"left",237.89,237.43,"s02","p138",81,0,4,120,6,7,1,30,90
"left",246.24,245.89,"s02","p138",8,0,5,128,6,8,1,30,90
"right",272.4,226.49,"s02","p138",1,22,1,150,7,8,2,90,30
"left",384.5,372.24,"s02","p138",31,9,1,181,16,9,2,30,90
"left",444.86,438.5,"s02","p138",17,0,2,198,16,10,2,30,90
"left",501.08,468.86,"s02","p138",1,0,3,199,16,11,2,30,90
"left",520.97,513.08,"s02","p138",5,0,4,204,16,12,2,30,90
"left",563.4,559.97,"s02","p138",6,2,5,210,18,13,2,30,90
"left",607.66,603.4,"s02","p138",4,0,6,214,18,14,2,30,90
"left",684.23,683.66,"s02","p138",14,0,7,228,18,15,2,30,90
"left",731.32,698.23,"s02","p138",2,0,8,230,18,16,2,30,90
"left",755.33,745.32,"s02","p138",1,0,9,231,18,17,2,30,90
"right",792.59,550.4,"s02","p138",1,1,1,232,19,17,3,90,30
"left",805.56,779.33,"s02","p138",1,0,1,233,19,18,3,30,90
"left",836.76,829.56,"s02","p138",2,0,2,235,19,19,3,30,90
"left",873.29,841.76,"s02","p138",2,1,3,237,20,20,3,30,90
"left",976.4,900.29,"s02","p138",1,1,4,238,21,21,3,30,90
"left",999.28,991.4,"s02","p138",4,0,5,242,21,22,3,30,90
"left",1051.6,1045.28,"s02","p138",9,0,6,251,21,23,3,30,90
"left",1068.48,1064.6,"s02","p138",2,0,7,253,21,24,3,30,90
"left",1111.46,1087.48,"s02","p138",6,0,8,259,21,25,3,30,90
"left",1117.98,1115.46,"s02","p138",1,0,9,260,21,26,3,30,90
"right",1180.42,1029.59,"s02","p138",1,8,1,268,22,26,4,90,30
"left",1236.18,1194.98,"s02","p138",1,2,1,269,24,27,4,30,90
"left",1276.7,1265.18,"s02","p138",5,0,2,274,24,28,4,30,90
"left",1299.41,1285.7,"s02","p138",1,0,3,275,24,29,4,30,90
"left",1346.64,1346.41,"s02","p138",14,0,4,289,24,30,4,30,90
"left",1355.87,1351.64,"s02","p138",1,0,5,290,24,31,4,30,90
"left",1417.23,1411.87,"s02","p138",11,0,6,301,24,32,4,30,90
"left",1455.62,1426.23,"s02","p138",1,0,7,302,24,33,4,30,90
"left",1497.45,1496.62,"s02","p138",6,0,8,308,24,34,4,30,90
"left",1509.56,1507.45,"s02","p138",2,0,9,310,24,35,4,30,90
"left",1542.36,1540.56,"s02","p138",6,0,10,316,24,36,4,30,90
"right",1624.11,1368.42,"s02","p138",1,17,1,333,25,36,5,90,30
"left",1662.65,1661.36,"s02","p138",2,0,1,335,25,37,5,30,90
"left",1686.07,1683.65,"s02","p138",8,0,2,343,25,38,5,30,90
"right",1734.13,1649.11,"s02","p138",1,7,1,350,26,38,6,90,30
"left",1805.93,1765.07,"s02","p138",4,3,1,354,29,39,6,30,90
"left",1818.48,1815.93,"s02","p138",2,0,2,356,29,40,6,30,90
"left",1863.58,1850.48,"s02","p138",8,0,3,364,29,41,6,30,90
"left",1885.93,1871.58,"s02","p138",2,0,4,366,29,42,6,30,90
"left",1932.74,1927.93,"s02","p138",7,3,5,373,32,43,6,30,90
"left",1971.32,1969.74,"s02","p138",7,0,6,380,32,44,6,30,90
"left",1988.86,1980.32,"s02","p138",2,0,7,382,32,45,6,30,90
"left",2109.25,2066.86,"s02","p138",1,0,8,383,32,46,6,30,90
"left",2137.89,2125.25,"s02","p138",3,0,9,386,32,47,6,30,90
"left",2146.51,2145.89,"s02","p138",2,0,10,388,32,48,6,30,90
"left",2160.13,2158.51,"s02","p138",4,0,11,392,32,49,6,30,90
"left",2187.85,2187.13,"s02","p138",8,0,12,400,32,50,6,30,90
"left",2225.97,2205.85,"s02","p138",2,0,13,402,32,51,6,30,90
"right",2256.3,1975.13,"s02","p138",1,1,1,403,33,51,7,90,30
"right",2279.47,2270.3,"s02","p138",1,0,2,403,34,51,8,90,30
"left",2295.12,2241.97,"s02","p138",1,3,1,404,37,52,8,30,90
"left",2355.7,2341.12,"s02","p138",4,7,2,408,44,53,8,30,90
"right",2363.91,2353.47,"s02","p138",1,1,1,409,45,53,9,90,30
"left",2474.61,2466.7,"s02","p138",20,8,1,429,53,54,9,30,90
"left",2496.38,2492.61,"s02","p138",2,0,2,431,53,55,9,30,90
"left",2516.97,2516.38,"s02","p138",6,0,3,437,53,56,9,30,90
"left",2566.77,2536.97,"s02","p138",4,0,4,441,53,57,9,30,90
"left",2627.36,2626.77,"s02","p138",13,0,5,454,53,58,9,30,90
"left",2687.3,2680.36,"s02","p138",12,0,6,466,53,59,9,30,90
"right",2722.61,2483.91,"s02","p138",1,6,1,472,54,59,10,90,30
"right",2766.99,2762.61,"s02","p138",1,1,2,473,55,59,11,90,30
"right",2782.06,2778.99,"s02","p138",1,0,3,473,56,59,12,90,30
"left",2793.24,2751.3,"s02","p138",1,0,1,474,56,60,12,30,90
"right",2807.99,2806.06,"s02","p138",2,0,1,474,58,60,13,90,30
"right",2875.65,2863.99,"s02","p138",11,0,2,474,69,60,14,90,30
"right",2897.65,2896.65,"s02","p138",3,0,3,474,72,60,15,90,30
"left",2945.8,2821.24,"s02","p138",1,3,1,475,75,61,15,30,90
"right",2970.7,2922.65,"s02","p138",1,0,1,475,76,61,16,90,30
"left",2994.96,2964.8,"s02","p138",1,0,1,476,76,62,16,30,90
"right",3013.83,2983.7,"s02","p138",1,1,1,477,77,62,17,90,30
"left",3043.85,3036.96,"s02","p138",1,4,1,478,81,63,17,30,90
"right",3063.85,3054.83,"s02","p138",1,1,1,479,82,63,18,90,30
"left",3111.79,3058.85,"s02","p138",1,9,1,480,91,64,18,30,90
"left",3159.4,3129.79,"s02","p138",6,9,2,486,100,65,18,30,90
"left",3183.78,3174.4,"s02","p138",2,0,3,488,100,66,18,30,90
"left",3195.41,3190.78,"s02","p138",1,0,4,489,100,67,18,30,90
"left",3225.21,3217.41,"s02","p138",6,0,5,495,100,68,18,30,90
"left",3294.55,3275.21,"s02","p138",11,0,6,506,100,69,18,30,90
"right",3316.2,3186.85,"s02","p138",1,10,1,516,101,69,19,90,30
"right",3351.4,3342.2,"s02","p138",1,5,2,521,102,69,20,90,30
"left",3364.77,3346.55,"s02","p138",1,0,1,522,102,70,20,30,90
"left",3390.03,3388.77,"s02","p138",5,2,2,527,104,71,20,30,90
"left",3486.44,3470.03,"s02","p138",26,8,3,553,112,72,20,30,90
"left",3502.79,3496.44,"s02","p138",4,0,4,557,112,73,20,30,90
"left",34.57,33.99,"s03","p138",4,0,1,4,0,1,0,30,90
"left",53.29,45.07,"s03","p138",1,0,2,5,0,2,0,30,90
"left",64.67,63.79,"s03","p138",7,0,3,12,0,3,0,30,90
"right",85.39,77.99,"s03","p138",1,14,1,26,1,3,1,90,30
"right",136.65,122.89,"s03","p138",1,11,2,37,2,3,2,90,30
"right",151.44,151.15,"s03","p138",6,1,3,38,8,3,3,90,30
"left",161.38,143.17,"s03","p138",1,3,1,39,11,4,3,30,90
"right",188.15,184.94,"s03","p138",1,16,1,55,12,4,4,90,30
"left",221.68,205.88,"s03","p138",3,4,1,58,16,5,4,30,90
"left",296.21,259.18,"s03","p138",11,0,2,69,16,6,4,30,90
"right",315.85,248.65,"s03","p138",1,10,1,79,17,6,5,90,30
"left",330.21,318.71,"s03","p138",1,0,1,80,17,7,5,30,90
"left",342.45,337.71,"s03","p138",2,0,2,82,17,8,5,30,90
"left",362.67,351.95,"s03","p138",1,2,3,83,19,9,5,30,90
"left",378.21,373.17,"s03","p138",9,1,4,92,20,10,5,30,90
"left",457.34,448.71,"s03","p138",28,3,5,120,23,11,5,30,90
"left",468.68,464.84,"s03","p138",1,0,6,121,23,12,5,30,90
"left",491.14,489.18,"s03","p138",10,0,7,131,23,13,5,30,90
"right",500.33,487.35,"s03","p138",1,1,1,132,24,13,6,90,30
"right",527.35,508.83,"s03","p138",1,6,2,138,25,13,7,90,30
"left",591.7,587.64,"s03","p138",15,7,1,153,32,14,7,30,90
"right",642.03,630.85,"s03","p138",4,12,1,165,36,14,8,90,30
"left",659.76,654.2,"s03","p138",2,2,1,167,38,15,8,30,90
"left",700,678.26,"s03","p138",2,3,2,169,41,16,8,30,90
"left",780.8,780.5,"s03","p138",18,6,3,187,47,17,8,30,90
"left",789.73,788.3,"s03","p138",1,0,4,188,47,18,8,30,90
"left",812.44,812.23,"s03","p138",5,0,5,193,47,19,8,30,90
"left",844,843.94,"s03","p138",3,0,6,196,47,20,8,30,90
"right",854.01,834.53,"s03","p138",1,0,1,196,48,20,9,90,30
"left",871.37,863.5,"s03","p138",1,2,1,197,50,21,9,30,90
"left",944.28,911.87,"s03","p138",4,18,2,201,68,22,9,30,90
"left",1026.75,1016.78,"s03","p138",9,4,3,210,72,23,9,30,90
"left",1051.33,1046.25,"s03","p138",7,0,4,217,72,24,9,30,90
"left",1063.28,1062.83,"s03","p138",2,0,5,219,72,25,9,30,90
"right",1104.23,1103.51,"s03","p138",7,8,1,227,79,25,10,90,30
"right",1163.58,1137.73,"s03","p138",11,4,2,231,90,25,11,90,30
"left",1217.78,1195.78,"s03","p138",6,7,1,237,97,26,11,30,90
"left",1263.08,1260.28,"s03","p138",5,1,2,242,98,27,11,30,90
"left",1272.87,1266.58,"s03","p138",1,0,3,243,98,28,11,30,90
"right",1282.99,1239.08,"s03","p138",1,0,1,243,99,28,12,90,30
"left",1358.04,1356.37,"s03","p138",18,6,1,261,105,29,12,30,90
"right",1378.88,1357.49,"s03","p138",1,7,1,268,106,29,13,90,30
"left",1408.23,1392.54,"s03","p138",7,2,1,275,108,30,13,30,90
"left",1415.2,1411.73,"s03","p138",1,0,2,276,108,31,13,30,90
"right",1473.96,1465.38,"s03","p138",8,13,1,289,116,31,14,90,30
"left",1492.36,1480.7,"s03","p138",1,1,1,290,117,32,14,30,90
"left",1499.32,1495.86,"s03","p138",1,0,2,291,117,33,14,30,90
"left",1568.83,1559.82,"s03","p138",19,5,3,310,122,34,14,30,90
"left",1585.48,1577.33,"s03","p138",1,0,4,311,122,35,14,30,90
"right",1592.78,1587.46,"s03","p138",1,0,1,311,123,35,15,90,30
"left",1608.91,1597.98,"s03","p138",1,0,1,312,123,36,15,30,90
"left",1623.8,1623.41,"s03","p138",3,0,2,315,123,37,15,30,90
"left",1650.27,1647.3,"s03","p138",11,1,3,326,124,38,15,30,90
"left",1658.6,1655.77,"s03","p138",1,0,4,327,124,39,15,30,90
"left",1728.2,1728.1,"s03","p138",35,6,5,362,130,40,15,30,90
"left",1740.73,1736.7,"s03","p138",1,1,6,363,131,41,15,30,90
"right",1772.32,1755.28,"s03","p138",1,11,1,374,132,41,16,90,30
"right",1787.67,1785.82,"s03","p138",1,2,2,376,133,41,17,90,30
"left",1809.25,1809.23,"s03","p138",7,2,1,383,135,42,17,30,90
"left",1821.16,1817.75,"s03","p138",1,0,2,384,135,43,17,30,90
"left",1839.8,1836.66,"s03","p138",5,1,3,389,136,44,17,30,90
"left",1875.22,1871.3,"s03","p138",17,2,4,406,138,45,17,30,90
"left",1926.71,1917.72,"s03","p138",13,10,5,419,148,46,17,30,90
"left",1937.52,1935.21,"s03","p138",1,0,6,420,148,47,17,30,90
"left",1955.5,1955.02,"s03","p138",7,0,7,427,148,48,17,30,90
"right",1984.75,1955.17,"s03","p138",1,7,1,434,149,48,18,90,30
"left",2017.35,2014,"s03","p138",10,1,1,444,150,49,18,30,90
"left",2031.16,2027.85,"s03","p138",2,0,2,446,150,50,18,30,90
"left",2056.13,2044.66,"s03","p138",8,7,3,454,157,51,18,30,90
"left",2069.72,2069.63,"s03","p138",3,1,4,457,158,52,18,30,90
"right",2090.02,2085.25,"s03","p138",1,7,1,464,159,52,19,90,30
"left",2135.38,2129.22,"s03","p138",14,5,1,478,164,53,19,30,90
"left",2156.96,2155.88,"s03","p138",3,1,2,481,165,54,19,30,90
"left",2184.27,2174.46,"s03","p138",3,4,3,484,169,55,19,30,90
"right",2221.86,2214.52,"s03","p138",2,15,1,499,171,55,20,90,30
"left",2229.3,2221.77,"s03","p138",1,0,1,500,171,56,20,30,90
"right",2245.47,2234.36,"s03","p138",1,2,1,502,172,56,21,90,30
"left",2262.61,2260.8,"s03","p138",2,1,1,504,173,57,21,30,90
"left",2270.44,2270.11,"s03","p138",1,1,2,505,174,58,21,30,90
"left",2276.71,2274.94,"s03","p138",1,0,3,506,174,59,21,30,90
"left",2373.75,2372.21,"s03","p138",23,5,4,529,179,60,21,30,90
"left",2434.67,2401.25,"s03","p138",7,2,5,536,181,61,21,30,90
"left",2452.23,2441.17,"s03","p138",1,0,6,537,181,62,21,30,90
"left",2535.72,2519.73,"s03","p138",13,0,7,550,181,63,21,30,90
"left",2552.19,2550.22,"s03","p138",7,0,8,557,181,64,21,30,90
"right",2580.44,2502.97,"s03","p138",1,17,1,574,182,64,22,90,30
"left",2604.97,2601.69,"s03","p138",5,0,1,579,182,65,22,30,90
"right",2625.84,2593.94,"s03","p138",1,5,1,584,183,65,23,90,30
"left",2651.48,2617.47,"s03","p138",1,0,1,585,183,66,23,30,90
"right",2691.62,2690.34,"s03","p138",6,12,1,597,189,66,24,90,30
"left",2738.55,2735.98,"s03","p138",7,6,1,604,195,67,24,30,90
"right",2802.7,2763.12,"s03","p138",1,18,1,622,196,67,25,90,30
