"lever","time","scheduled_since","session","bird","cost_local","cost_alter","streak_length","cum_resp_left","cum_resp_right","cum_reinf_left","cum_reinf_right","local_VI","alter_VI"
"right",3060.21,2956.45,"s01","p530",1,78,1,349,100,25,8,90,30
"left",3111.5,3110.52,"s01","p530",34,3,1,383,103,26,8,30,90
"left",3145.45,3134.5,"s01","p530",16,0,2,399,103,27,8,30,90
"right",3169.02,3119.21,"s01","p530",1,21,1,420,104,27,9,90,30
"left",3205.42,3194.45,"s01","p530",3,10,1,423,114,28,9,30,90
"left",3216.5,3216.42,"s01","p530",3,2,2,426,116,29,9,30,90
"left",3443.16,3387.5,"s01","p530",34,3,3,460,119,30,9,30,90
"left",3521.62,3507.16,"s01","p530",60,0,4,520,119,31,9,30,90
"left",3538.99,3535.62,"s01","p530",6,0,5,526,119,32,9,30,90
"left",3546.19,3543.99,"s01","p530",3,0,6,529,119,33,9,30,90
"left",3570.34,3568.19,"s01","p530",24,0,7,553,119,34,9,30,90
"left",3580.89,3579.34,"s01","p530",5,0,8,558,119,35,9,30,90
"left",3607.45,3606.89,"s01","p530",23,0,9,581,119,36,9,30,90
"right",3633.2,3295.02,"s01","p530",1,19,1,600,120,36,10,90,30
"left",3664.36,3652.45,"s01","p530",9,13,1,609,133,37,10,30,90
"left",3673.95,3673.36,"s01","p530",5,0,2,614,133,38,10,30,90
"right",3688.11,3682.2,"s01","p530",1,10,1,624,134,38,11,90,30
"left",3702.03,3701.95,"s01","p530",10,1,1,634,135,39,11,30,90
"left",3718.46,3718.03,"s01","p530",9,0,2,643,135,40,11,30,90
"left",3740.71,3739.46,"s01","p530",21,0,3,664,135,41,11,30,90
"left",3748.79,3747.71,"s01","p530",5,0,4,669,135,42,11,30,90
"left",3758.7,3757.79,"s01","p530",8,0,5,677,135,43,11,30,90
"right",3784.63,3725.11,"s01","p530",1,41,1,718,136,43,12,90,30
"right",3844.23,3837.63,"s01","p530",5,56,2,774,141,43,13,90,30
"right",3859.52,3848.23,"s01","p530",1,13,3,787,142,43,14,90,30
"left",3876.9,3876.7,"s01","p530",12,5,1,799,147,44,14,30,90
"left",3906.64,3904.9,"s01","p530",18,10,2,817,157,45,14,30,90
"left",3915.27,3914.64,"s01","p530",5,0,3,822,157,46,14,30,90
"left",3930.56,3927.27,"s01","p530",14,0,4,836,157,47,14,30,90
"left",3985.44,3984.56,"s01","p530",49,5,5,885,162,48,14,30,90
"right",4032.67,4032.52,"s01","p530",1,29,1,914,163,48,15,90,30
"right",4073.31,4046.67,"s01","p530",2,25,2,939,165,48,16,90,30
"left",4080.89,4079.44,"s01","p530",2,1,1,941,166,49,16,30,90
"left",4130.62,4122.89,"s01","p530",34,4,2,975,170,50,16,30,90
"left",4174.62,4172.62,"s01","p530",29,2,3,1004,172,51,16,30,90
"left",4188.83,4188.62,"s01","p530",13,0,4,1017,172,52,16,30,90
"right",4199.81,4157.31,"s01","p530",1,5,1,1022,173,52,17,90,30
"left",4244.44,4243.83,"s01","p530",39,7,1,1061,180,53,17,30,90
"left",4263.46,4262.44,"s01","p530",10,0,2,1071,180,54,17,30,90
"left",4274.49,4274.46,"s01","p530",9,0,3,1080,180,55,17,30,90
"right",4309.14,4270.81,"s01","p530",1,38,1,1118,181,55,18,90,30
"right",4333.52,4329.14,"s01","p530",2,20,2,1138,183,55,19,90,30
"left",4339.29,4338.49,"s01","p530",2,1,1,1140,184,56,19,30,90
"left",4365.1,4363.29,"s01","p530",27,3,2,1167,187,57,19,30,90
"left",4388.13,4388.1,"s01","p530",14,5,3,1181,192,58,19,30,90
"left",4392.38,4392.13,"s01","p530",1,0,4,1182,192,59,19,30,90
"left",4413.75,4413.38,"s01","p530",20,2,5,1202,194,60,19,30,90
"right",4445.15,4438.52,"s01","p530",1,26,1,1228,195,60,20,90,30
"left",4455.3,4450.75,"s01","p530",3,1,1,1231,196,61,20,30,90
"left",4459.55,4459.3,"s01","p530",2,0,2,1233,196,62,20,30,90
"right",4466.5,4454.15,"s01","p530",1,1,1,1234,197,62,21,90,30
"left",4477.66,4477.55,"s01","p530",5,2,1,1239,199,63,21,30,90
"left",4501.73,4501.66,"s01","p530",15,6,2,1254,205,64,21,30,90
"right",4515.77,4502.5,"s01","p530",1,11,1,1265,206,64,22,90,30
"right",4536.17,4533.77,"s01","p530",5,15,2,1280,211,64,23,90,30
"left",4558.72,4556.73,"s01","p530",18,6,1,1298,217,65,23,30,90
"left",4651.73,4648.72,"s01","p530",27,22,2,1325,239,66,23,30,90
"right",4658.98,4652.17,"s01","p530",1,2,1,1327,240,66,24,90,30
"left",4686.77,4686.73,"s01","p530",12,8,1,1339,248,67,24,30,90
"right",4714.84,4712.98,"s01","p530",6,7,1,1346,254,67,25,90,30
"left",4730.68,4719.77,"s01","p530",2,3,1,1348,257,68,25,30,90
"left",4798.15,4793.68,"s01","p530",36,16,2,1384,273,69,25,30,90
"right",4828.89,4823.84,"s01","p530",4,17,1,1401,277,69,26,90,30
"left",4848.88,4845.15,"s01","p530",7,4,1,1408,281,70,26,30,90
"left",4872.41,4869.88,"s01","p530",8,2,2,1416,283,71,26,30,90
"right",4879.15,4870.89,"s01","p530",1,0,1,1416,284,71,27,90,30
"left",4911.9,4900.41,"s01","p530",5,4,1,1421,288,72,27,30,90
"left",4920.27,4919.9,"s01","p530",8,0,2,1429,288,73,27,30,90
"right",4928.52,4910.15,"s01","p530",1,4,1,1433,289,73,28,90,30
"left",5022.71,5021.27,"s01","p530",32,19,1,1465,308,74,28,30,90
"left",5034.25,5032.71,"s01","p530",2,1,2,1467,309,75,28,30,90
"right",5046.43,5044.52,"s01","p530",2,5,1,1472,311,75,29,90,30
"left",5104.11,5101.25,"s01","p530",21,13,1,1493,324,76,29,30,90
"left",5116.1,5115.11,"s01","p530",13,0,2,1506,324,77,29,30,90
"right",5127.85,5127.43,"s01","p530",1,6,1,1512,325,77,30,90,30
"left",5206.07,5202.1,"s01","p530",28,11,1,1540,336,78,30,30,90
"left",5211.46,5211.07,"s01","p530",2,0,2,1542,336,79,30,30,90
"left",5241.98,5241.46,"s01","p530",12,6,3,1554,342,80,30,30,90
"right",5249.41,5245.85,"s01","p530",1,2,1,1556,343,80,31,90,30
"left",5261.84,5257.98,"s01","p530",3,3,1,1559,346,81,31,30,90
"left",5284,5281.84,"s01","p530",15,2,2,1574,348,82,31,30,90
"left",5295.93,5295,"s01","p530",4,0,3,1578,348,83,31,30,90
"left",5332.92,5331.93,"s01","p530",13,8,4,1591,356,84,31,30,90
"left",47.49,29.99,"s02","p530",1,1,1,1,1,1,0,30,90
"left",56.99,54.49,"s02","p530",1,2,2,2,3,2,0,30,90
"left",69.04,62.99,"s02","p530",1,2,3,3,5,3,0,30,90
"left",80.51,80.04,"s02","p530",11,0,4,14,5,4,0,30,90
"left",142.05,140.51,"s02","p530",40,3,5,54,8,5,0,30,90
"left",146.39,146.05,"s02","p530",2,0,6,56,8,6,0,30,90
"left",161.62,161.39,"s02","p530",14,0,7,70,8,7,0,30,90
"left",196.06,195.62,"s02","p530",26,0,8,96,8,8,0,30,90
"right",200.5,125.99,"s02","p530",1,0,1,96,9,8,1,90,30
"left",224.61,223.06,"s02","p530",11,0,1,107,9,9,1,30,90
"left",262.66,261.61,"s02","p530",22,1,2,129,10,10,1,30,90
"left",270.96,270.66,"s02","p530",4,0,3,133,10,11,1,30,90
"right",285.42,255.5,"s02","p530",1,11,1,144,11,11,2,90,30
"right",315,314.42,"s02","p530",1,27,2,171,12,11,3,90,30
"left",327.6,324.96,"s02","p530",4,3,1,175,15,12,3,30,90
"right",331.91,328,"s02","p530",1,0,1,175,16,12,4,90,30
"left",382.19,376.6,"s02","p530",29,7,1,204,23,13,4,30,90
"left",443.37,441.19,"s02","p530",27,13,2,231,36,14,4,30,90
"left",450.77,450.37,"s02","p530",2,0,3,233,36,15,4,30,90
"left",476.34,470.77,"s02","p530",14,1,4,247,37,16,4,30,90
"left",493.96,491.34,"s02","p530",9,1,5,256,38,17,4,30,90
"left",539.23,537.96,"s02","p530",20,6,6,276,44,18,4,30,90
"left",639.28,638.23,"s02","p530",40,14,7,316,58,19,4,30,90
"left",660.07,657.28,"s02","p530",10,1,8,326,59,20,4,30,90
"right",727.07,720.91,"s02","p530",3,24,1,350,62,20,5,90,30
"left",743.95,741.07,"s02","p530",4,4,1,354,66,21,5,30,90
"left",896.62,888.95,"s02","p530",42,20,2,396,86,22,5,30,90
"left",932.08,931.62,"s02","p530",15,7,3,411,93,23,5,30,90
"left",941.27,940.08,"s02","p530",5,0,4,416,93,24,5,30,90
"right",948.04,919.07,"s02","p530",1,2,1,418,94,24,6,90,30
"left",957.54,953.27,"s02","p530",1,1,1,419,95,25,6,30,90
"left",968.69,968.54,"s02","p530",5,0,2,424,95,26,6,30,90
"left",996.12,988.69,"s02","p530",7,1,3,431,96,27,6,30,90
"left",1022.13,1022.12,"s02","p530",15,4,4,446,100,28,6,30,90
"left",1034.61,1034.13,"s02","p530",9,1,5,455,101,29,6,30,90
"left",1096.61,1093.61,"s02","p530",35,8,6,490,109,30,6,30,90
"left",1120.73,1118.61,"s02","p530",1,0,7,491,109,31,6,30,90
"right",1171.83,1161.04,"s02","p530",5,17,1,508,114,31,7,90,30
"left",1176.73,1170.73,"s02","p530",1,0,1,509,114,32,7,30,90
"left",1191.59,1190.73,"s02","p530",3,0,2,512,114,33,7,30,90
"left",1221.79,1215.59,"s02","p530",5,2,3,517,116,34,7,30,90
"left",1229.42,1227.79,"s02","p530",3,0,4,520,116,35,7,30,90
"left",1238.95,1235.42,"s02","p530",1,0,5,521,116,36,7,30,90
"right",1263.08,1260.83,"s02","p530",1,9,1,530,117,36,8,90,30
"left",1270.15,1259.95,"s02","p530",1,2,1,531,119,37,8,30,90
"left",1300.39,1300.15,"s02","p530",16,1,2,547,120,38,8,30,90
"left",1324.8,1323.39,"s02","p530",14,4,3,561,124,39,8,30,90
"left",1358.55,1357.8,"s02","p530",16,3,4,577,127,40,8,30,90
"left",1382.63,1374.55,"s02","p530",9,5,5,586,132,41,8,30,90
"left",1438.46,1435.63,"s02","p530",25,11,6,611,143,42,8,30,90
"left",1476.09,1473.46,"s02","p530",15,5,7,626,148,43,8,30,90
"right",1485.23,1481.08,"s02","p530",1,9,1,635,149,43,9,90,30
"right",1495.83,1490.23,"s02","p530",1,3,2,638,150,43,10,90,30
"left",1516.08,1515.09,"s02","p530",4,2,1,642,152,44,10,30,90
"left",1545,1526.08,"s02","p530",3,5,2,645,157,45,10,30,90
"left",1559.44,1559,"s02","p530",9,0,3,654,157,46,10,30,90
"left",1572.48,1568.44,"s02","p530",4,0,4,658,157,47,10,30,90
"right",1602.33,1585.83,"s02","p530",3,11,1,669,160,47,11,90,30
"right",1674.46,1668.33,"s02","p530",6,24,2,693,166,47,12,90,30
"left",1769.51,1766.48,"s02","p530",13,13,1,706,179,48,12,30,90
"left",1792.01,1791.51,"s02","p530",8,2,2,714,181,49,12,30,90
"left",1801.75,1801.01,"s02","p530",4,0,3,718,181,50,12,30,90
"left",1920.17,1918.75,"s02","p530",49,13,4,767,194,51,12,30,90
"right",1924.5,1924.46,"s02","p530",1,0,1,767,195,51,13,90,30
"left",1941.05,1940.17,"s02","p530",2,0,1,769,195,52,13,30,90
"right",1976.4,1969.5,"s02","p530",3,16,1,785,198,52,14,90,30
"left",1987.31,1986.05,"s02","p530",2,0,1,787,198,53,14,30,90
"left",2033.47,2032.31,"s02","p530",16,6,2,803,204,54,14,30,90
"left",2041.67,2041.47,"s02","p530",6,1,3,809,205,55,14,30,90
"left",2053.05,2052.67,"s02","p530",3,2,4,812,207,56,14,30,90
"left",2064.99,2064.05,"s02","p530",4,1,5,816,208,57,14,30,90
"left",2138.33,2136.99,"s02","p530",42,4,6,858,212,58,14,30,90
"right",2159.49,2152.4,"s02","p530",1,9,1,867,213,58,15,90,30
"left",2171.9,2171.33,"s02","p530",3,1,1,870,214,59,15,30,90
"left",2194.77,2193.9,"s02","p530",8,1,2,878,215,60,15,30,90
"right",2201.39,2194.49,"s02","p530",1,3,1,881,216,60,16,90,30
"left",2236.2,2233.77,"s02","p530",12,2,1,893,218,61,16,30,90
"right",2250.72,2239.39,"s02","p530",1,5,1,898,219,61,17,90,30
"right",2260.62,2255.72,"s02","p530",1,3,2,901,220,61,18,90,30
"left",2316.07,2315.2,"s02","p530",21,10,1,922,230,62,18,30,90
"right",2326.41,2314.62,"s02","p530",1,3,1,925,231,62,19,90,30
"left",2391.21,2388.07,"s02","p530",35,6,1,960,237,63,19,30,90
"left",2407.95,2407.21,"s02","p530",7,2,2,967,239,64,19,30,90
"right",2434.57,2428.41,"s02","p530",2,13,1,980,241,64,20,90,30
"right",2457.73,2445.57,"s02","p530",2,9,2,989,243,64,21,90,30
"right",2508.21,2495.73,"s02","p530",2,16,3,1005,245,64,22,90,30
"left",2527.32,2521.95,"s02","p530",6,1,1,1011,246,65,22,30,90
"left",2559.22,2558.32,"s02","p530",7,2,2,1018,248,66,22,30,90
"right",2637.43,2620.21,"s02","p530",4,19,1,1037,252,66,23,90,30
"left",2646,2642.22,"s02","p530",1,0,1,1038,252,67,23,30,90
"left",2700.23,2696,"s02","p530",16,4,2,1054,256,68,23,30,90
"right",2729.79,2725.43,"s02","p530",2,9,1,1063,258,68,24,90,30
"right",2738.19,2737.79,"s02","p530",1,5,2,1068,259,68,25,90,30
"right",2778.46,2756.19,"s02","p530",2,7,3,1075,261,68,26,90,30
"left",2784.75,2760.23,"s02","p530",1,1,1,1076,262,69,26,30,90
"left",2797.39,2792.75,"s02","p530",3,2,2,1079,264,70,26,30,90
"left",2820.15,2818.39,"s02","p530",9,0,3,1088,264,71,26,30,90
"left",2858.97,2852.15,"s02","p530",4,0,4,1092,264,72,26,30,90
"right",2910.98,2899.46,"s02","p530",3,21,1,1113,267,72,27,90,30
"left",2915.52,2914.97,"s02","p530",1,0,1,1114,267,73,27,30,90
"right",2953.95,2944.98,"s02","p530",2,7,1,1121,269,73,28,90,30
"left",2958.55,2946.52,"s02","p530",1,0,1,1122,269,74,28,30,90
"left",3012.7,3010.55,"s02","p530",13,2,2,1135,271,75,28,30,90
"right",3082.2,3072.95,"s02","p530",3,10,1,1145,274,75,29,90,30
"right",3090.87,3090.2,"s02","p530",2,1,2,1146,276,75,30,90,30
"left",3119.39,3116.7,"s02","p530",5,1,1,1151,277,76,30,30,90
"right",3142.06,3120.87,"s02","p530",1,4,1,1155,278,76,31,90,30
"left",3148.95,3142.39,"s02","p530",1,0,1,1156,278,77,31,30,90
"left",3172.7,3170.95,"s02","p530",9,3,2,1165,281,78,31,30,90
"right",3185.52,3171.06,"s02","p530",1,2,1,1167,282,78,32,90,30
"left",3197.56,3186.7,"s02","p530",1,1,1,1168,283,79,32,30,90
"right",3229.26,3225.52,"s02","p530",4,8,1,1176,287,79,33,90,30
"right",3234.91,3233.26,"s02","p530",1,1,2,1177,288,79,34,90,30
"left",3242.65,3240.56,"s02","p530",2,2,1,1179,290,80,34,30,90
"left",3250.7,3248.65,"s02","p530",2,0,2,1181,290,81,34,30,90
"left",3261.3,3259.7,"s02","p530",2,0,3,1183,290,82,34,30,90
"left",3271.03,3266.3,"s02","p530",2,1,4,1185,291,83,34,30,90
"right",3301.53,3300.91,"s02","p530",4,9,1,1194,295,83,35,90,30
"left",3315.83,3312.03,"s02","p530",2,1,1,1196,296,84,35,30,90
"left",3327.73,3323.83,"s02","p530",1,2,2,1197,298,85,35,30,90
"left",3392.03,3390.73,"s02","p530",15,11,3,1212,309,86,35,30,90
"left",3422.79,3419.03,"s02","p530",7,1,4,1219,310,87,35,30,90
"right",3431.43,3426.53,"s02","p530",1,0,1,1219,311,87,36,90,30
"left",3460.7,3457.79,"s02","p530",6,2,1,1225,313,88,36,30,90
"left",3489.97,3489.7,"s02","p530",7,4,2,1232,317,89,36,30,90
"right",3521.3,3515.43,"s02","p530",3,10,1,1242,320,89,37,90,30
"left",3527.72,3525.97,"s02","p530",1,0,1,1243,320,90,37,30,90
"right",3544.48,3534.3,"s02","p530",1,4,1,1247,321,90,38,90,30
"left",3560.32,3558.72,"s02","p530",5,2,1,1252,323,91,38,30,90
"right",3584.18,3559.48,"s02","p530",1,8,1,1260,324,91,39,90,30
"left",11.48,10.99,"s03","p530",1,0,1,1,0,1,0,30,90
"left",32.69,28.98,"s03","p530",5,0,2,6,0,2,0,30,90
"right",44.14,18.99,"s03","p530",1,13,1,19,1,2,1,90,30
"left",63.08,59.19,"s03","p530",10,2,1,29,3,3,1,30,90
"left",104.07,100.58,"s03","p530",17,1,2,46,4,4,1,30,90
"right",234.7,199.64,"s03","p530",18,19,1,65,22,4,2,90,30
"right",264.38,256.2,"s03","p530",2,2,2,67,24,4,3,90,30
"left",271.39,268.57,"s03","p530",1,0,1,68,24,5,3,30,90
"right",297.77,293.88,"s03","p530",4,17,1,85,28,5,4,90,30
"left",315.06,311.89,"s03","p530",10,0,1,95,28,6,4,30,90
"left",367.84,365.56,"s03","p530",30,7,2,125,35,7,4,30,90
"left",386.7,385.34,"s03","p530",9,2,3,134,37,8,4,30,90
"left",412.16,410.2,"s03","p530",8,2,4,142,39,9,4,30,90
"right",431.09,430.27,"s03","p530",2,7,1,149,41,9,5,90,30
"left",438.97,438.66,"s03","p530",1,0,1,150,41,10,5,30,90
"right",458.35,451.59,"s03","p530",3,8,1,158,44,10,6,90,30
"left",465.81,463.47,"s03","p530",2,2,1,160,46,11,6,30,90
"left",478.3,477.31,"s03","p530",4,3,2,164,49,12,6,30,90
"left",553.56,551.8,"s03","p530",48,21,3,212,70,13,6,30,90
"left",561.5,559.06,"s03","p530",2,1,4,214,71,14,6,30,90
"left",630.83,629,"s03","p530",26,9,5,240,80,15,6,30,90
"left",665.66,665.33,"s03","p530",18,3,6,258,83,16,6,30,90
"right",714.71,710.85,"s03","p530",5,20,1,278,88,16,7,90,30
"left",720.49,718.16,"s03","p530",1,2,1,279,90,17,7,30,90
"right",737.17,734.21,"s03","p530",4,12,1,291,94,17,8,90,30
"left",774.05,769.99,"s03","p530",20,6,1,311,100,18,8,30,90
"right",784.27,770.67,"s03","p530",1,7,1,318,101,18,9,90,30
"left",805.01,802.55,"s03","p530",13,3,1,331,104,19,9,30,90
"left",815.86,812.51,"s03","p530",5,1,2,336,105,20,9,30,90
"left",841.67,839.36,"s03","p530",9,2,3,345,107,21,9,30,90
"left",872.21,870.17,"s03","p530",12,4,4,357,111,22,9,30,90
"left",891.47,885.71,"s03","p530",8,3,5,365,114,23,9,30,90
"left",902.66,900.97,"s03","p530",8,1,6,373,115,24,9,30,90
"right",910.86,908.77,"s03","p530",2,4,1,377,117,24,10,90,30
"left",921.32,919.16,"s03","p530",1,3,1,378,120,25,10,30,90
"left",936.07,933.82,"s03","p530",7,4,2,385,124,26,10,30,90
"left",965.9,959.57,"s03","p530",10,3,3,395,127,27,10,30,90
"right",1026.91,1022.36,"s03","p530",10,23,1,418,137,27,11,90,30
"left",1031,1024.4,"s03","p530",1,0,1,419,137,28,11,30,90
"left",1076.64,1076.5,"s03","p530",14,4,2,433,141,29,11,30,90
"right",1092.18,1087.41,"s03","p530",1,4,1,437,142,29,12,90,30
"left",1098.7,1092.14,"s03","p530",1,1,1,438,143,30,12,30,90
"right",1112.22,1109.68,"s03","p530",2,3,1,441,145,30,13,90,30
"right",1127.03,1124.72,"s03","p530",2,5,2,446,147,30,14,90,30
"right",1130.85,1130.53,"s03","p530",1,0,3,446,148,30,15,90,30
"left",1211.67,1207.2,"s03","p530",26,7,1,472,155,31,15,30,90
"right",1243.96,1212.35,"s03","p530",1,4,1,476,156,31,16,90,30
"left",1258.82,1257.17,"s03","p530",5,3,1,481,159,32,16,30,90
"right",1287.69,1285.46,"s03","p530",5,7,1,488,164,32,17,90,30
"right",1310.54,1305.19,"s03","p530",2,8,2,496,166,32,18,90,30
"left",1365.25,1362.32,"s03","p530",22,5,1,518,171,33,18,30,90
"right",1383.27,1360.04,"s03","p530",1,8,1,526,172,33,19,90,30
"left",1389.11,1388.75,"s03","p530",1,1,1,527,173,34,19,30,90
"right",1394.01,1390.77,"s03","p530",1,1,1,528,174,34,20,90,30
"left",1444.23,1442.61,"s03","p530",22,6,1,550,180,35,20,30,90
"left",1448.16,1447.73,"s03","p530",1,0,2,551,180,36,20,30,90
"left",1452.92,1452.66,"s03","p530",1,0,3,552,180,37,20,30,90
"left",1486.52,1486.42,"s03","p530",14,3,4,566,183,38,20,30,90
"left",1496.41,1496.02,"s03","p530",2,0,5,568,183,39,20,30,90
"right",1506.45,1497.51,"s03","p530",1,4,1,572,184,39,21,90,30
"left",1511.68,1505.91,"s03","p530",1,0,1,573,184,40,21,30,90
"left",1527.35,1527.18,"s03","p530",6,1,2,579,185,41,21,30,90
"left",1560.21,1552.85,"s03","p530",11,1,3,590,186,42,21,30,90
"left",1597.98,1595.71,"s03","p530",9,3,4,599,189,43,21,30,90
"left",1601.64,1601.48,"s03","p530",1,0,5,600,189,44,21,30,90
"right",1636.39,1631.95,"s03","p530",2,10,1,610,191,44,22,90,30
"left",1641.04,1636.14,"s03","p530",1,0,1,611,191,45,22,30,90
"right",1665.54,1660.89,"s03","p530",7,10,1,621,198,45,23,90,30
"left",1704.21,1693.54,"s03","p530",10,2,1,631,200,46,23,30,90
"left",1715.28,1714.71,"s03","p530",2,0,2,633,200,47,23,30,90
"left",1774.8,1774.78,"s03","p530",29,9,3,662,209,48,23,30,90
"left",1837.26,1836.3,"s03","p530",20,6,4,682,215,49,23,30,90
"left",1855.03,1852.76,"s03","p530",4,0,5,686,215,50,23,30,90
"left",1872.54,1869.53,"s03","p530",5,0,6,691,215,51,23,30,90
"left",1881.06,1877.04,"s03","p530",1,0,7,692,215,52,23,30,90
"left",1919.67,1916.56,"s03","p530",12,0,8,704,215,53,23,30,90
"right",1924.73,1910.04,"s03","p530",1,0,1,704,216,53,24,90,30
"right",1957.55,1955.23,"s03","p530",3,11,2,715,219,53,25,90,30
"left",1995.93,1992.17,"s03","p530",7,1,1,722,220,54,25,30,90
"left",2009.25,2007.43,"s03","p530",3,0,2,725,220,55,25,30,90
"left",2027.16,2025.75,"s03","p530",5,1,3,730,221,56,25,30,90
"right",2033.04,2028.05,"s03","p530",1,0,1,730,222,56,26,90,30
"left",2090.28,2085.66,"s03","p530",13,3,1,743,225,57,26,30,90
"left",2110.09,2106.78,"s03","p530",7,2,2,750,227,58,26,30,90
"right",2114.95,2109.54,"s03","p530",1,0,1,750,228,58,27,90,30
"right",2185.46,2182.45,"s03","p530",4,18,2,768,232,58,28,90,30
"right",2204.7,2200.96,"s03","p530",2,4,3,772,234,58,29,90,30
"left",2258.88,2253.59,"s03","p530",8,7,1,780,241,59,29,30,90
"left",2268.72,2266.38,"s03","p530",3,1,2,783,242,60,29,30,90
"left",2280.4,2279.22,"s03","p530",3,0,3,786,242,61,29,30,90
"left",2305.93,2302.9,"s03","p530",4,2,4,790,244,62,29,30,90
"left",2311.18,2309.43,"s03","p530",1,0,5,791,244,63,29,30,90
"right",2323.84,2305.2,"s03","p530",1,0,1,791,245,63,30,90,30
"left",2354.61,2353.68,"s03","p530",8,3,1,799,248,64,30,30,90
"left",2430.86,2424.11,"s03","p530",20,2,2,819,250,65,30,30,90
"right",2441.92,2423.34,"s03","p530",1,5,1,824,251,65,31,90,30
"left",2485.1,2479.36,"s03","p530",5,7,1,829,258,66,31,30,90
"right",2500.44,2492.42,"s03","p530",1,1,1,830,259,66,32,90,30
"right",2537.25,2527.94,"s03","p530",1,10,2,840,260,66,33,90,30
"left",2541.31,2526.6,"s03","p530",1,0,1,841,260,67,33,30,90
"left",2576.52,2573.81,"s03","p530",10,11,2,851,271,68,33,30,90
"right",2611.63,2610.75,"s03","p530",6,7,1,858,277,68,34,90,30
"right",2635.65,2623.13,"s03","p530",2,7,2,865,279,68,35,90,30
"left",2676.01,2672.02,"s03","p530",7,5,1,872,284,69,35,30,90
"left",2685.56,2681.51,"s03","p530",2,1,2,874,285,70,35,30,90
"left",2703.53,2701.06,"s03","p530",2,3,3,876,288,71,35,30,90
"left",2712.33,2712.03,"s03","p530",2,2,4,878,290,72,35,30,90
"left",2759.33,2758.83,"s03","p530",18,5,5,896,295,73,35,30,90
"right",2767.34,2750.15,"s03","p530",1,1,1,897,296,73,36,90,30
"left",2773.58,2767.83,"s03","p530",1,0,1,898,296,74,36,30,90
"left",2814.96,2799.08,"s03","p530",10,5,2,908,301,75,36,30,90
"left",2837.6,2833.46,"s03","p530",9,1,3,917,302,76,36,30,90
"right",2895.92,2886.84,"s03","p530",6,16,1,933,308,76,37,90,30
"left",2916.07,2910.1,"s03","p530",4,1,1,937,309,77,37,30,90
"right",3022.41,3012.42,"s03","p530",16,20,1,957,325,77,38,90,30
"left",3030.67,3029.57,"s03","p530",2,0,1,959,325,78,38,30,90
"right",3065.46,3064.91,"s03","p530",3,6,1,965,328,78,39,90,30
"left",3106.02,3104.17,"s03","p530",11,4,1,976,332,79,39,30,90
"right",3167.82,3164.96,"s03","p530",4,11,1,987,336,79,40,90,30
"left",3171.84,3162.52,"s03","p530",1,0,1,988,336,80,40,30,90
"left",3200.4,3194.34,"s03","p530",4,2,2,992,338,81,40,30,90
